condition,training_seed,persona,eval_seed,turn,difficulty_before,perf,conf,hes,resp_time,raw_action,final_action,guardrail_id,activation,override,final_action_attempts_boundary,raw_proposal_attempts_boundary_on_visited_state
PPO raw,456,normal,3003,8,3.0,0.4966,0.2669,0.74,6.237,Same,Same,none,False,False,False,False
PPO raw,456,normal,3003,9,3.0,0.5178,0.1937,0.7076,6.714,Same,Same,none,False,False,False,False
PPO raw,456,normal,3003,10,3.0,0.5287,0.3171,0.5891,6.324,Same,Same,none,False,False,False,False
PPO raw,456,normal,4004,1,3.0,0.5363,0.3673,0.5976,6.086,Same,Same,none,False,False,False,False
PPO raw,456,normal,4004,2,3.0,0.488,0.3503,0.6511,6.111,Same,Same,none,False,False,False,False
PPO raw,456,normal,4004,3,3.0,0.5257,0.4248,0.5508,6.37,Same,Same,none,False,False,False,False
PPO raw,456,normal,4004,4,3.0,0.5062,0.4274,0.5919,5.741,Same,Same,none,False,False,False,False
PPO raw,456,normal,4004,5,3.0,0.5038,0.4036,0.6287,6.113,Same,Same,none,False,False,False,False
PPO raw,456,normal,4004,6,3.0,0.5625,0.3478,0.7214,6.791,Same,Same,none,False,False,False,False
PPO raw,456,normal,4004,7,3.0,0.5416,0.3626,0.6347,5.866,Same,Same,none,False,False,False,False
PPO raw,456,normal,4004,8,3.0,0.5128,0.4897,0.5703,5.994,Same,Same,none,False,False,False,False
PPO raw,456,normal,4004,9,3.0,0.5653,0.3134,0.6734,6.552,Same,Same,none,False,False,False,False
PPO raw,456,normal,4004,10,3.0,0.5003,0.2535,0.8367,8.243,Same,Same,none,False,False,False,False
PPO raw,456,normal,5005,1,3.0,0.4326,0.3876,0.647,6.396,Same,Same,none,False,False,False,False
PPO raw,456,normal,5005,2,3.0,0.4962,0.3868,0.6883,5.714,Same,Same,none,False,False,False,False
PPO raw,456,normal,5005,3,3.0,0.5471,0.3942,0.6505,6.313,Same,Same,none,False,False,False,False
PPO raw,456,normal,5005,4,3.0,0.4807,0.3129,0.729,6.195,Same,Same,none,False,False,False,False
PPO raw,456,normal,5005,5,3.0,0.4856,0.4054,0.4767,5.564,Same,Same,none,False,False,False,False
PPO raw,456,normal,5005,6,3.0,0.4665,0.4213,0.614,6.554,Same,Same,none,False,False,False,False
PPO raw,456,normal,5005,7,3.0,0.497,0.382,0.6394,6.594,Same,Same,none,False,False,False,False
PPO raw,456,normal,5005,8,3.0,0.4925,0.4,0.5948,6.53,Same,Same,none,False,False,False,False
PPO raw,456,normal,5005,9,3.0,0.5432,0.4665,0.3759,4.899,Same,Same,none,False,False,False,False
PPO raw,456,normal,5005,10,3.0,0.5606,0.3637,0.4759,5.808,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,1001,1,3.0,0.9319,0.2807,0.8392,5.474,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,1001,2,3.0,0.9363,0.2678,0.7974,4.857,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,1001,3,3.0,0.9559,0.2884,0.8177,6.762,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,1001,4,3.0,0.9714,0.3283,0.7921,6.125,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,1001,5,3.0,0.9425,0.2336,0.8093,5.748,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,1001,6,3.0,0.9246,0.2889,0.7523,5.264,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,1001,7,3.0,0.9513,0.3515,0.8256,5.742,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,1001,8,3.0,0.9438,0.3096,0.7838,6.343,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,1001,9,3.0,0.9489,0.283,0.8093,5.317,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,1001,10,3.0,0.937,0.345,0.835,5.773,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,2002,1,3.0,0.9397,0.309,0.7644,6.952,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,2002,2,3.0,0.9269,0.2441,0.8194,4.605,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,2002,3,3.0,0.9328,0.3216,0.8167,4.015,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,2002,4,3.0,0.9869,0.2758,0.8119,6.146,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,2002,5,3.0,0.9219,0.2831,0.7637,5.66,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,2002,6,3.0,0.9436,0.3292,0.8307,5.545,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,2002,7,3.0,0.9595,0.2865,0.8005,5.072,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,2002,8,3.0,0.9456,0.2968,0.8228,5.481,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,2002,9,3.0,0.9527,0.3033,0.8002,5.177,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,2002,10,3.0,0.9599,0.282,0.8147,4.501,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,3003,1,3.0,0.9253,0.2634,0.7649,6.426,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,3003,2,3.0,0.9734,0.3521,0.8012,5.578,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,3003,3,3.0,0.9437,0.2414,0.8532,6.422,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,3003,4,3.0,0.9576,0.3571,0.7878,5.731,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,3003,5,3.0,0.9589,0.2254,0.763,5.575,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,3003,6,3.0,0.9663,0.2554,0.764,4.432,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,3003,7,3.0,0.9502,0.3121,0.7877,4.44,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,3003,8,3.0,0.9264,0.2749,0.8306,4.49,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,3003,9,3.0,0.9778,0.279,0.8804,4.662,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,3003,10,3.0,0.9587,0.2928,0.7814,5.265,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,4004,1,3.0,0.944,0.3053,0.8005,5.274,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,4004,2,3.0,0.9779,0.3062,0.8305,5.479,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,4004,3,3.0,0.9561,0.2939,0.8625,6.049,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,4004,4,3.0,0.9438,0.299,0.7674,5.97,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,4004,5,3.0,0.9826,0.2564,0.7951,5.16,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,4004,6,3.0,0.9979,0.3099,0.8356,5.117,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,4004,7,3.0,0.9498,0.3107,0.8086,5.409,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,4004,8,3.0,0.9646,0.3017,0.7592,5.515,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,4004,9,3.0,0.9337,0.3389,0.8362,5.135,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,4004,10,3.0,0.9259,0.2675,0.7559,3.996,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,5005,1,3.0,0.9481,0.3174,0.8282,5.607,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,5005,2,3.0,0.9519,0.2807,0.7924,5.417,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,5005,3,3.0,0.9279,0.3074,0.7665,5.977,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,5005,4,3.0,0.9575,0.308,0.8356,5.681,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,5005,5,3.0,0.9716,0.3314,0.7409,5.655,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,5005,6,3.0,0.9673,0.3167,0.8217,4.127,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,5005,7,3.0,0.9395,0.3149,0.7751,4.557,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,5005,8,3.0,0.9327,0.2835,0.7974,5.316,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,5005,9,3.0,0.972,0.2933,0.7849,7.035,Same,Same,none,False,False,False,False
PPO raw,456,lucky_guesser,5005,10,3.0,0.9499,0.3252,0.7963,5.004,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,1001,1,3.0,0.8471,0.4392,0.7892,5.352,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,1001,2,3.0,0.94,0.6349,0.7474,4.687,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,1001,3,3.0,0.94,0.463,0.7677,6.649,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,1001,4,3.0,0.8894,0.5165,0.7421,6.019,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,1001,5,3.0,0.8889,0.415,0.7593,5.611,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,1001,6,3.0,0.8222,0.5461,0.7023,5.119,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,1001,7,3.0,0.94,0.6829,0.7756,5.587,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,1001,8,3.0,0.8729,0.3806,0.7338,6.242,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,1001,9,3.0,0.9308,0.5759,0.7593,5.163,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,1001,10,3.0,0.9081,0.6567,0.785,5.628,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,2002,1,3.0,0.8509,0.5933,0.7144,6.812,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,2002,2,3.0,0.861,0.6129,0.7694,4.439,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,2002,3,3.0,0.8823,0.7316,0.7667,3.978,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,2002,4,3.0,0.94,0.5878,0.7619,6.018,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,2002,5,3.0,0.8728,0.5655,0.7137,5.506,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,2002,6,3.0,0.8835,0.5903,0.7807,5.357,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,2002,7,3.0,0.9011,0.5185,0.7505,4.906,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,2002,8,3.0,0.9029,0.5983,0.7728,5.35,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,2002,9,3.0,0.9334,0.4873,0.7502,5.031,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,2002,10,3.0,0.94,0.6252,0.7647,4.35,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,3003,1,3.0,0.9089,0.4856,0.7149,6.314,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,3003,2,3.0,0.926,0.549,0.7512,5.427,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,3003,3,3.0,0.9092,0.4128,0.8032,6.307,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,3003,4,3.0,0.9127,0.5827,0.7378,5.584,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,3003,5,3.0,0.9122,0.3961,0.713,5.456,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,3003,6,3.0,0.94,0.593,0.714,4.261,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,3003,7,3.0,0.9095,0.5548,0.7377,4.272,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,3003,8,3.0,0.82,0.5163,0.7806,4.323,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,3003,9,3.0,0.9169,0.6116,0.8304,4.487,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,3003,10,3.0,0.8888,0.5284,0.7314,5.135,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,4004,1,3.0,0.9321,0.5764,0.7505,5.115,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,4004,2,3.0,0.9252,0.6041,0.7805,5.338,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,4004,3,3.0,0.9191,0.4919,0.8125,5.913,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,4004,4,3.0,0.8677,0.5856,0.7174,5.817,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,4004,5,3.0,0.94,0.6499,0.7451,4.993,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,4004,6,3.0,0.94,0.5808,0.7856,4.932,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,4004,7,3.0,0.9353,0.5954,0.7586,5.225,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,4004,8,3.0,0.9069,0.5304,0.7092,5.397,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,4004,9,3.0,0.8816,0.6821,0.7862,4.995,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,4004,10,3.0,0.914,0.6754,0.7059,3.891,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,5005,1,3.0,0.8338,0.6088,0.7782,5.457,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,5005,2,3.0,0.8383,0.5764,0.7424,5.256,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,5005,3,3.0,0.89,0.4859,0.7165,5.831,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,5005,4,3.0,0.94,0.6376,0.7856,5.545,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,5005,5,3.0,0.9251,0.6352,0.6909,5.483,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,5005,6,3.0,0.9095,0.6946,0.7717,3.959,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,5005,7,3.0,0.934,0.6224,0.7251,4.366,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,5005,8,3.0,0.8651,0.5905,0.7474,5.166,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,5005,9,3.0,0.884,0.3543,0.7349,6.943,Same,Same,none,False,False,False,False
PPO raw,456,nervous_expert,5005,10,3.0,0.8983,0.6126,0.7463,4.854,Same,Same,none,False,False,False,False
PPO+G,456,struggling_junior,1001,1,3.0,0.0,0.0,1.0,9.015,Same,Easier,g4_stuck_easier,True,True,False,False
PPO+G,456,struggling_junior,1001,2,2.0,0.102,0.0217,0.9376,7.082,Easier,Easier,g4_stuck_easier,True,False,False,False
PPO+G,456,struggling_junior,1001,3,1.0,0.3177,0.257,0.7712,4.14,Easier,Same,g2_anxiety_stabilizer_same,True,True,False,True
PPO+G,456,struggling_junior,1001,4,1.0,0.252,0.3558,0.6175,4.225,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,1001,5,1.0,0.3219,0.1769,0.7986,4.697,Easier,Same,g2_anxiety_stabilizer_same,True,True,False,True
PPO+G,456,struggling_junior,1001,6,1.0,0.3267,0.3287,0.6338,3.84,Easier,Easier,none,False,False,True,True
PPO+G,456,struggling_junior,1001,7,1.0,0.2865,0.2876,0.5078,4.003,Easier,Easier,none,False,False,True,True
PPO+G,456,struggling_junior,1001,8,1.0,0.2959,0.3301,0.7128,4.584,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,1001,9,1.0,0.3148,0.278,0.7938,5.301,Easier,Same,g2_anxiety_stabilizer_same,True,True,False,True
PPO+G,456,struggling_junior,1001,10,1.0,0.2795,0.3481,0.8566,4.616,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,2002,1,3.0,0.0,0.009,0.9933,11.225,Same,Easier,g4_stuck_easier,True,True,False,False
PPO+G,456,struggling_junior,2002,2,2.0,0.1788,0.032,0.8323,6.887,Easier,Easier,g4_stuck_easier,True,False,False,False
PPO+G,456,struggling_junior,2002,3,1.0,0.2657,0.3216,0.8245,3.542,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,2002,4,1.0,0.2933,0.3601,0.578,4.239,Easier,Easier,none,False,False,True,True
PPO+G,456,struggling_junior,2002,5,1.0,0.2437,0.2831,0.6299,4.617,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,2002,6,1.0,0.2757,0.3414,0.7511,4.313,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,2002,7,1.0,0.3189,0.2865,0.9392,4.215,Easier,Same,g2_anxiety_stabilizer_same,True,True,False,True
PPO+G,456,struggling_junior,2002,8,1.0,0.2858,0.2296,0.8804,4.668,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,2002,9,1.0,0.3251,0.2973,0.6723,4.666,Easier,Easier,none,False,False,True,True
PPO+G,456,struggling_junior,2002,10,1.0,0.2619,0.2299,0.687,4.369,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,3003,1,3.0,0.0278,0.0,0.9865,9.928,Same,Easier,g4_stuck_easier,True,True,False,False
PPO+G,456,struggling_junior,3003,2,2.0,0.2362,0.0367,0.8923,7.208,Easier,Easier,g4_stuck_easier,True,False,False,False
PPO+G,456,struggling_junior,3003,3,1.0,0.3532,0.2988,0.5533,3.777,Harder,Harder,none,False,False,False,False
PPO+G,456,struggling_junior,3003,4,2.0,0.2025,0.0,0.9592,6.962,Easier,Easier,g4_stuck_easier,True,False,False,False
PPO+G,456,struggling_junior,3003,5,1.0,0.2648,0.3325,0.689,4.51,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,3003,6,1.0,0.2983,0.2338,0.8094,5.032,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,3003,7,1.0,0.2749,0.2707,0.9088,4.159,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,3003,8,1.0,0.2676,0.2606,0.7114,4.438,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,3003,9,1.0,0.2928,0.2814,0.5154,4.201,Easier,Easier,none,False,False,True,True
PPO+G,456,struggling_junior,3003,10,1.0,0.2943,0.2777,0.8272,4.511,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,4004,1,3.0,0.0634,0.0053,1.0,9.681,Same,Easier,g4_stuck_easier,True,True,False,False
PPO+G,456,struggling_junior,4004,2,2.0,0.171,0.0607,0.9976,7.806,Easier,Easier,g4_stuck_easier,True,False,False,False
PPO+G,456,struggling_junior,4004,3,1.0,0.3038,0.3214,0.5852,4.101,Easier,Easier,none,False,False,True,True
PPO+G,456,struggling_junior,4004,4,1.0,0.3248,0.2895,0.8087,4.496,Harder,Same,g2_anxiety_stabilizer_same,True,True,False,False
PPO+G,456,struggling_junior,4004,5,1.0,0.3225,0.2808,0.781,5.275,Easier,Same,g2_anxiety_stabilizer_same,True,True,False,True
PPO+G,456,struggling_junior,4004,6,1.0,0.3084,0.2657,0.8429,5.386,Easier,Same,g2_anxiety_stabilizer_same,True,True,False,True
PPO+G,456,struggling_junior,4004,7,1.0,0.2736,0.3516,0.8626,4.451,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,4004,8,1.0,0.2687,0.2719,0.6216,4.878,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,4004,9,1.0,0.2675,0.3389,0.6579,4.191,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,4004,10,1.0,0.273,0.3293,0.7589,4.454,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,5005,1,3.0,0.0,0.0174,0.9971,10.015,Same,Easier,g4_stuck_easier,True,True,False,False
PPO+G,456,struggling_junior,5005,2,2.0,0.2227,0.0,1.0,7.899,Easier,Easier,g4_stuck_easier,True,False,False,False
PPO+G,456,struggling_junior,5005,3,1.0,0.2558,0.2821,0.7399,4.828,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,5005,4,1.0,0.2905,0.3271,0.6445,4.703,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,5005,5,1.0,0.2409,0.2827,0.6745,4.714,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,5005,6,1.0,0.3498,0.3031,0.522,3.963,Easier,Easier,none,False,False,True,True
PPO+G,456,struggling_junior,5005,7,1.0,0.3295,0.3114,0.688,4.114,Easier,Easier,none,False,False,True,True
PPO+G,456,struggling_junior,5005,8,1.0,0.2878,0.2842,0.8113,4.912,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,5005,9,1.0,0.2717,0.2998,0.7296,4.667,Easier,Easier,g4_stuck_easier,True,False,True,True
PPO+G,456,struggling_junior,5005,10,1.0,0.3079,0.3541,0.5852,4.11,Easier,Easier,none,False,False,True,True
PPO+G,456,overconfident_fail,1001,1,3.0,0.0264,0.8372,0.2892,6.491,Same,Easier,g1_overload_protection,True,True,False,False
PPO+G,456,overconfident_fail,1001,2,2.0,0.1817,0.8285,0.2474,4.623,Easier,Easier,g1_overload_protection,True,False,False,False
PPO+G,456,overconfident_fail,1001,3,1.0,0.2079,0.8422,0.2677,3.369,Harder,Harder,none,False,False,False,False
PPO+G,456,overconfident_fail,1001,4,2.0,0.2286,0.8689,0.2421,5.341,Easier,Easier,g1_overload_protection,True,False,False,False
PPO+G,456,overconfident_fail,1001,5,1.0,0.19,0.8058,0.2593,2.899,Harder,Harder,none,False,False,False,False
PPO+G,456,overconfident_fail,1001,6,2.0,0.1661,0.8426,0.2023,4.836,Easier,Easier,g1_overload_protection,True,False,False,False
PPO+G,456,overconfident_fail,1001,7,1.0,0.2017,0.8843,0.2756,2.911,Harder,Harder,none,False,False,False,False
PPO+G,456,overconfident_fail,1001,8,2.0,0.1917,0.8564,0.2338,5.419,Easier,Easier,g1_overload_protection,True,False,False,False
PPO+G,456,overconfident_fail,1001,9,1.0,0.1986,0.8387,0.2593,2.704,Easier,Easier,none,False,False,True,True
PPO+G,456,overconfident_fail,1001,10,1.0,0.1826,0.88,0.285,2.918,Easier,Easier,none,False,False,True,True
PPO+G,456,overconfident_fail,2002,1,3.0,0.0303,0.856,0.2144,8.082,Same,Easier,g1_overload_protection,True,True,False,False
PPO+G,456,overconfident_fail,2002,2,2.0,0.1692,0.8127,0.2694,4.399,Easier,Easier,g1_overload_protection,True,False,False,False
PPO+G,456,overconfident_fail,2002,3,1.0,0.1771,0.8644,0.1986,2.119,Harder,Harder,none,False,False,False,False
PPO+G,456,overconfident_fail,2002,4,2.0,0.2492,0.8338,0.2619,5.472,Easier,Easier,g1_overload_protection,True,False,False,False
PPO+G,456,overconfident_fail,2002,5,1.0,0.1625,0.8388,0.2137,2.87,Easier,Easier,none,False,False,True,True
PPO+G,456,overconfident_fail,2002,6,1.0,0.1914,0.8695,0.2807,2.843,Harder,Harder,none,False,False,False,False
PPO+G,456,overconfident_fail,2002,7,2.0,0.2126,0.841,0.2505,4.776,Easier,Easier,g1_overload_protection,True,False,False,False
PPO+G,456,overconfident_fail,2002,8,1.0,0.1941,0.8478,0.2728,2.764,Easier,Easier,none,False,False,True,True
PPO+G,456,overconfident_fail,2002,9,1.0,0.2036,0.8522,0.2502,2.63,Easier,Easier,none,False,False,True,True
PPO+G,456,overconfident_fail,2002,10,1.0,0.2131,0.838,0.2647,2.307,Easier,Easier,none,False,False,True,True
PPO+G,456,overconfident_fail,3003,1,3.0,0.0883,0.8256,0.2149,7.149,Same,Easier,g1_overload_protection,True,True,False,False
PPO+G,456,overconfident_fail,3003,2,2.0,0.2312,0.8847,0.2512,5.119,Harder,Easier,g1_overload_protection,True,True,False,False
PPO+G,456,overconfident_fail,3003,3,1.0,0.1916,0.8109,0.3032,3.207,Harder,Harder,none,False,False,False,False
PPO+G,456,overconfident_fail,3003,4,2.0,0.2101,0.8881,0.2378,5.225,Easier,Easier,g1_overload_protection,True,False,False,False
PPO+G,456,overconfident_fail,3003,5,1.0,0.2118,0.8003,0.213,2.799,Harder,Harder,none,False,False,False,False
PPO+G,456,overconfident_fail,3003,6,2.0,0.2217,0.8202,0.214,4.282,Easier,Easier,g1_overload_protection,True,False,False,False
PPO+G,456,overconfident_fail,3003,7,1.0,0.2003,0.8581,0.2377,2.292,Harder,Harder,none,False,False,False,False
PPO+G,456,overconfident_fail,3003,8,2.0,0.1685,0.8333,0.2806,4.312,Easier,Easier,g1_overload_protection,True,False,False,False
PPO+G,456,overconfident_fail,3003,9,1.0,0.2371,0.836,0.3304,2.406,Harder,Harder,none,False,False,False,False
PPO+G,456,overconfident_fail,3003,10,2.0,0.2116,0.8452,0.2314,4.777,Easier,Easier,g1_overload_protection,True,False,False,False
PPO+G,456,overconfident_fail,4004,1,3.0,0.1115,0.8535,0.2505,6.97,Same,Easier,g1_overload_protection,True,True,False,False
PPO+G,456,overconfident_fail,4004,2,2.0,0.2372,0.8541,0.2805,4.998,Harder,Easier,g1_overload_protection,True,True,False,False
PPO+G,456,overconfident_fail,4004,3,1.0,0.2081,0.8459,0.3125,3.044,Harder,Harder,none,False,False,False,False
PPO+G,456,overconfident_fail,4004,4,2.0,0.1917,0.8493,0.2174,5.439,Easier,Easier,g1_overload_protection,True,False,False,False
PPO+G,456,overconfident_fail,4004,5,1.0,0.2435,0.8209,0.2451,2.639,Harder,Harder,none,False,False,False,False
PPO+G,456,overconfident_fail,4004,6,2.0,0.2638,0.8566,0.2856,4.893,Harder,Easier,g1_overload_protection,True,True,False,False
PPO+G,456,overconfident_fail,4004,7,1.0,0.1997,0.8571,0.2586,2.774,Harder,Harder,none,False,False,False,False
PPO+G,456,overconfident_fail,4004,8,2.0,0.2194,0.8511,0.2092,4.925,Easier,Easier,g1_overload_protection,True,False,False,False
PPO+G,456,overconfident_fail,4004,9,1.0,0.1783,0.8759,0.2862,2.605,Easier,Easier,none,False,False,True,True
PPO+G,456,overconfident_fail,4004,10,1.0,0.1678,0.8284,0.1518,2.103,Easier,Easier,none,False,False,True,True
PPO+G,456,overconfident_fail,5005,1,3.0,0.0132,0.8616,0.2782,7.211,Same,Easier,g1_overload_protection,True,True,False,False
PPO+G,456,overconfident_fail,5005,2,2.0,0.2025,0.8372,0.2424,5.031,Easier,Easier,g1_overload_protection,True,False,False,False
PPO+G,456,overconfident_fail,5005,3,1.0,0.1705,0.8549,0.2165,3.016,Harder,Harder,none,False,False,False,False
PPO+G,456,overconfident_fail,5005,4,2.0,0.21,0.8553,0.2856,5.139,Easier,Easier,g1_overload_protection,True,False,False,False
PPO+G,456,overconfident_fail,5005,5,1.0,0.2288,0.8709,0.1909,2.884,Harder,Harder,none,False,False,False,False
PPO+G,456,overconfident_fail,5005,6,2.0,0.223,0.8611,0.2717,4.026,Easier,Easier,g1_overload_protection,True,False,False,False
PPO+G,456,overconfident_fail,5005,7,1.0,0.186,0.8599,0.2251,2.367,Harder,Harder,none,False,False,False,False
PPO+G,456,overconfident_fail,5005,8,2.0,0.1769,0.839,0.2474,4.902,Easier,Easier,g1_overload_protection,True,False,False,False
PPO+G,456,overconfident_fail,5005,9,1.0,0.2294,0.8455,0.2349,3.483,Easier,Easier,none,False,False,True,True
PPO+G,456,overconfident_fail,5005,10,1.0,0.1999,0.8668,0.2463,2.55,Easier,Easier,none,False,False,True,True
PPO+G,456,normal,1001,1,3.0,0.4674,0.2547,0.7208,6.148,Same,Same,g2_anxiety_stabilizer_same,True,False,False,False
